line,group_id,company,accident_year,exposure
othliab,1252,Penn Miller Grp,1990,2507
othliab,1252,Penn Miller Grp,1991,2073
othliab,1252,Penn Miller Grp,1992,1491
othliab,1252,Penn Miller Grp,1993,1945
othliab,1252,Penn Miller Grp,1994,2029
othliab,1252,Penn Miller Grp,1995,2009
othliab,1252,Penn Miller Grp,1996,2159
othliab,1252,Penn Miller Grp,1997,2153
othliab,1279,American Modern Ins Grp Inc,1988,4510
othliab,1279,American Modern Ins Grp Inc,1989,5138
othliab,1279,American Modern Ins Grp Inc,1990,5458
othliab,1279,American Modern Ins Grp Inc,1991,6117
othliab,1279,American Modern Ins Grp Inc,1992,7262
othliab,1279,American Modern Ins Grp Inc,1993,9175
othliab,1279,American Modern Ins Grp Inc,1994,11417
othliab,1279,American Modern Ins Grp Inc,1995,16950
othliab,1279,American Modern Ins Grp Inc,1996,21054
othliab,1279,American Modern Ins Grp Inc,1997,23046
othliab,1473,Hochheim Prairie Ins Grp,1988,340
othliab,1473,Hochheim Prairie Ins Grp,1989,358
othliab,1473,Hochheim Prairie Ins Grp,1990,320
othliab,1473,Hochheim Prairie Ins Grp,1991,208
othliab,1473,Hochheim Prairie Ins Grp,1992,195
othliab,1473,Hochheim Prairie Ins Grp,1993,234
othliab,1473,Hochheim Prairie Ins Grp,1994,285
othliab,1473,Hochheim Prairie Ins Grp,1995,348
othliab,1473,Hochheim Prairie Ins Grp,1996,998
othliab,1473,Hochheim Prairie Ins Grp,1997,1111
othliab,1538,Farmers Automobile Grp,1988,5518
othliab,1538,Farmers Automobile Grp,1989,4126
othliab,1538,Farmers Automobile Grp,1990,3703
othliab,1538,Farmers Automobile Grp,1991,3407
othliab,1538,Farmers Automobile Grp,1992,2842
othliab,1538,Farmers Automobile Grp,1993,2893
othliab,1538,Farmers Automobile Grp,1994,2881
othliab,1538,Farmers Automobile Grp,1995,2836
othliab,1538,Farmers Automobile Grp,1996,2771
othliab,1538,Farmers Automobile Grp,1997,2468
othliab,1716,Germania Ins Grp,1988,761
othliab,1716,Germania Ins Grp,1989,780
othliab,1716,Germania Ins Grp,1990,1479
othliab,1716,Germania Ins Grp,1991,1831
othliab,1716,Germania Ins Grp,1992,2001
othliab,1716,Germania Ins Grp,1993,2263
othliab,1716,Germania Ins Grp,1994,2487
othliab,1716,Germania Ins Grp,1995,3284
othliab,1716,Germania Ins Grp,1996,3786
othliab,1716,Germania Ins Grp,1997,4040
othliab,1767,State Farm Mut Grp,1988,138743
othliab,1767,State Farm Mut Grp,1989,163183
othliab,1767,State Farm Mut Grp,1990,162184
othliab,1767,State Farm Mut Grp,1991,177393
othliab,1767,State Farm Mut Grp,1992,197770
othliab,1767,State Farm Mut Grp,1993,225434
othliab,1767,State Farm Mut Grp,1994,267578
othliab,1767,State Farm Mut Grp,1995,318426
othliab,1767,State Farm Mut Grp,1996,363402
othliab,1767,State Farm Mut Grp,1997,400300
othliab,1996,Universal Surety Grp,1988,19
othliab,1996,Universal Surety Grp,1989,11
othliab,1996,Universal Surety Grp,1990,0
othliab,1996,Universal Surety Grp,1991,0
othliab,1996,Universal Surety Grp,1992,0
othliab,1996,Universal Surety Grp,1993,0
othliab,1996,Universal Surety Grp,1994,0
othliab,1996,Universal Surety Grp,1995,0
othliab,1996,Universal Surety Grp,1996,0
othliab,1996,Universal Surety Grp,1997,0
othliab,2003,United Services Automobile Asn Grp,1988,33993
othliab,2003,United Services Automobile Asn Grp,1989,40772
othliab,2003,United Services Automobile Asn Grp,1990,46638
othliab,2003,United Services Automobile Asn Grp,1991,57231
othliab,2003,United Services Automobile Asn Grp,1992,70198
othliab,2003,United Services Automobile Asn Grp,1993,77451
othliab,2003,United Services Automobile Asn Grp,1994,82757
othliab,2003,United Services Automobile Asn Grp,1995,84669
othliab,2003,United Services Automobile Asn Grp,1996,76714
othliab,2003,United Services Automobile Asn Grp,1997,76471
othliab,2135,Erie Ins Exchange Grp,1988,17437
othliab,2135,Erie Ins Exchange Grp,1989,19554
othliab,2135,Erie Ins Exchange Grp,1990,21475
othliab,2135,Erie Ins Exchange Grp,1991,22232
othliab,2135,Erie Ins Exchange Grp,1992,23662
othliab,2135,Erie Ins Exchange Grp,1993,26105
othliab,2135,Erie Ins Exchange Grp,1994,30971
othliab,2135,Erie Ins Exchange Grp,1995,32105
othliab,2135,Erie Ins Exchange Grp,1996,34154
othliab,2135,Erie Ins Exchange Grp,1997,36239
othliab,2143,Farmers Alliance Mut & Affiliates,1988,1924
othliab,2143,Farmers Alliance Mut & Affiliates,1989,2196
othliab,2143,Farmers Alliance Mut & Affiliates,1990,2343
othliab,2143,Farmers Alliance Mut & Affiliates,1991,2370
othliab,2143,Farmers Alliance Mut & Affiliates,1992,2202
othliab,2143,Farmers Alliance Mut & Affiliates,1993,2471
othliab,2143,Farmers Alliance Mut & Affiliates,1994,2464
othliab,2143,Farmers Alliance Mut & Affiliates,1995,2441
othliab,2143,Farmers Alliance Mut & Affiliates,1996,2469
othliab,2143,Farmers Alliance Mut & Affiliates,1997,2530
othliab,2208,Oklahoma Farm Grp,1988,355
othliab,2208,Oklahoma Farm Grp,1989,296
othliab,2208,Oklahoma Farm Grp,1990,419
othliab,2208,Oklahoma Farm Grp,1991,438
othliab,2208,Oklahoma Farm Grp,1992,522
othliab,2208,Oklahoma Farm Grp,1993,617
othliab,2208,Oklahoma Farm Grp,1994,704
othliab,2208,Oklahoma Farm Grp,1995,766
othliab,2208,Oklahoma Farm Grp,1996,841
othliab,2208,Oklahoma Farm Grp,1997,871
othliab,2259,Occidental Fire & Cas Co Grp,1988,1662
othliab,2259,Occidental Fire & Cas Co Grp,1989,-26
othliab,2259,Occidental Fire & Cas Co Grp,1990,0
othliab,2259,Occidental Fire & Cas Co Grp,1991,0
othliab,2259,Occidental Fire & Cas Co Grp,1992,0
othliab,2259,Occidental Fire & Cas Co Grp,1993,0
othliab,2259,Occidental Fire & Cas Co Grp,1994,0
othliab,2259,Occidental Fire & Cas Co Grp,1995,0
othliab,2259,Occidental Fire & Cas Co Grp,1996,0
othliab,2259,Occidental Fire & Cas Co Grp,1997,38
othliab,2348,Vermont Mut Ins Co Grp,1988,736
othliab,2348,Vermont Mut Ins Co Grp,1989,731
othliab,2348,Vermont Mut Ins Co Grp,1990,763
othliab,2348,Vermont Mut Ins Co Grp,1991,629
othliab,2348,Vermont Mut Ins Co Grp,1992,657
othliab,2348,Vermont Mut Ins Co Grp,1993,780
othliab,2348,Vermont Mut Ins Co Grp,1994,1049
othliab,2348,Vermont Mut Ins Co Grp,1995,603
othliab,2348,Vermont Mut Ins Co Grp,1996,872
othliab,2348,Vermont Mut Ins Co Grp,1997,1006
othliab,2623,Canal Ins Co Grp,1988,0
othliab,2623,Canal Ins Co Grp,1989,7
othliab,2623,Canal Ins Co Grp,1990,65
othliab,2623,Canal Ins Co Grp,1991,137
othliab,2623,Canal Ins Co Grp,1992,197
othliab,2623,Canal Ins Co Grp,1993,266
othliab,2623,Canal Ins Co Grp,1994,436
othliab,2623,Canal Ins Co Grp,1995,495
othliab,2623,Canal Ins Co Grp,1996,624
othliab,2623,Canal Ins Co Grp,1997,695
othliab,3000,Horace Mann Grp,1988,3848
othliab,3000,Horace Mann Grp,1989,4752
othliab,3000,Horace Mann Grp,1990,6873
othliab,3000,Horace Mann Grp,1991,5506
othliab,3000,Horace Mann Grp,1992,6077
othliab,3000,Horace Mann Grp,1993,4049
othliab,3000,Horace Mann Grp,1994,627
othliab,3000,Horace Mann Grp,1995,693
othliab,3000,Horace Mann Grp,1996,2329
othliab,3000,Horace Mann Grp,1997,6640
othliab,3085,Philadelphia CBSP Grp,1988,17
othliab,3085,Philadelphia CBSP Grp,1989,30
othliab,3085,Philadelphia CBSP Grp,1990,36
othliab,3085,Philadelphia CBSP Grp,1991,59
othliab,3085,Philadelphia CBSP Grp,1992,69
othliab,3085,Philadelphia CBSP Grp,1993,173
othliab,3085,Philadelphia CBSP Grp,1994,225
othliab,3085,Philadelphia CBSP Grp,1995,287
othliab,3085,Philadelphia CBSP Grp,1996,347
othliab,3085,Philadelphia CBSP Grp,1997,427
othliab,3131,Aegis Grp,1988,0
othliab,3131,Aegis Grp,1989,0
othliab,3131,Aegis Grp,1990,0
othliab,3131,Aegis Grp,1991,0
othliab,3131,Aegis Grp,1992,0
othliab,3131,Aegis Grp,1993,0
othliab,3131,Aegis Grp,1994,0
othliab,3131,Aegis Grp,1995,0
othliab,3131,Aegis Grp,1996,0
othliab,3131,Aegis Grp,1997,8
othliab,3240,NC Farm Bureau Ins Grp,1988,2966
othliab,3240,NC Farm Bureau Ins Grp,1989,3523
othliab,3240,NC Farm Bureau Ins Grp,1990,3829
othliab,3240,NC Farm Bureau Ins Grp,1991,4188
othliab,3240,NC Farm Bureau Ins Grp,1992,4351
othliab,3240,NC Farm Bureau Ins Grp,1993,4134
othliab,3240,NC Farm Bureau Ins Grp,1994,4609
othliab,3240,NC Farm Bureau Ins Grp,1995,4925
othliab,3240,NC Farm Bureau Ins Grp,1996,5303
othliab,3240,NC Farm Bureau Ins Grp,1997,5962
othliab,3492,Florists Mut Ins Grp,1988,237
othliab,3492,Florists Mut Ins Grp,1989,150
othliab,3492,Florists Mut Ins Grp,1990,99
othliab,3492,Florists Mut Ins Grp,1991,334
othliab,3492,Florists Mut Ins Grp,1992,302
othliab,3492,Florists Mut Ins Grp,1993,550
othliab,3492,Florists Mut Ins Grp,1994,553
othliab,3492,Florists Mut Ins Grp,1995,437
othliab,3492,Florists Mut Ins Grp,1996,320
othliab,3492,Florists Mut Ins Grp,1997,222
othliab,5185,Grinnell Mut Grp,1988,15376
othliab,5185,Grinnell Mut Grp,1989,16510
othliab,5185,Grinnell Mut Grp,1990,15596
othliab,5185,Grinnell Mut Grp,1991,18190
othliab,5185,Grinnell Mut Grp,1992,19207
othliab,5185,Grinnell Mut Grp,1993,19488
othliab,5185,Grinnell Mut Grp,1994,21585
othliab,5185,Grinnell Mut Grp,1995,22227
othliab,5185,Grinnell Mut Grp,1996,22983
othliab,5185,Grinnell Mut Grp,1997,25612
othliab,5320,Cameron Mut Grp,1988,1716
othliab,5320,Cameron Mut Grp,1989,1711
othliab,5320,Cameron Mut Grp,1990,1698
othliab,5320,Cameron Mut Grp,1991,1616
othliab,5320,Cameron Mut Grp,1992,1550
othliab,5320,Cameron Mut Grp,1993,1489
othliab,5320,Cameron Mut Grp,1994,1488
othliab,5320,Cameron Mut Grp,1995,1517
othliab,5320,Cameron Mut Grp,1996,1506
othliab,5320,Cameron Mut Grp,1997,1439
othliab,5339,South Carolina Farm Bureau Mut,1988,12
othliab,5339,South Carolina Farm Bureau Mut,1989,11
othliab,5339,South Carolina Farm Bureau Mut,1990,12
othliab,5339,South Carolina Farm Bureau Mut,1991,13
othliab,5339,South Carolina Farm Bureau Mut,1992,12
othliab,5339,South Carolina Farm Bureau Mut,1993,46
othliab,5339,South Carolina Farm Bureau Mut,1994,0
othliab,5339,South Carolina Farm Bureau Mut,1995,0
othliab,5339,South Carolina Farm Bureau Mut,1996,-2
othliab,5339,South Carolina Farm Bureau Mut,1997,6
othliab,5690,Farmers Mtl Hail Ins Co Of Ia Grp,1988,662
othliab,5690,Farmers Mtl Hail Ins Co Of Ia Grp,1989,441
othliab,5690,Farmers Mtl Hail Ins Co Of Ia Grp,1990,155
othliab,5690,Farmers Mtl Hail Ins Co Of Ia Grp,1991,158
othliab,5690,Farmers Mtl Hail Ins Co Of Ia Grp,1992,237
othliab,5690,Farmers Mtl Hail Ins Co Of Ia Grp,1993,259
othliab,5690,Farmers Mtl Hail Ins Co Of Ia Grp,1994,267
othliab,5690,Farmers Mtl Hail Ins Co Of Ia Grp,1995,270
othliab,5690,Farmers Mtl Hail Ins Co Of Ia Grp,1996,476
othliab,5690,Farmers Mtl Hail Ins Co Of Ia Grp,1997,701
othliab,5940,American Contractors Ins Grp,1988,5477
othliab,5940,American Contractors Ins Grp,1989,7677
othliab,5940,American Contractors Ins Grp,1990,4609
othliab,5940,American Contractors Ins Grp,1991,2492
othliab,5940,American Contractors Ins Grp,1992,2770
othliab,5940,American Contractors Ins Grp,1993,1647
othliab,5940,American Contractors Ins Grp,1994,1957
othliab,5940,American Contractors Ins Grp,1995,2059
othliab,5940,American Contractors Ins Grp,1996,3187
othliab,5940,American Contractors Ins Grp,1997,7925
othliab,6408,Mutual Benefit Grp,1988,742
othliab,6408,Mutual Benefit Grp,1989,775
othliab,6408,Mutual Benefit Grp,1990,717
othliab,6408,Mutual Benefit Grp,1991,608
othliab,6408,Mutual Benefit Grp,1992,532
othliab,6408,Mutual Benefit Grp,1993,478
othliab,6408,Mutual Benefit Grp,1994,445
othliab,6408,Mutual Benefit Grp,1995,292
othliab,6408,Mutual Benefit Grp,1996,290
othliab,6408,Mutual Benefit Grp,1997,297
othliab,6459,Oregon Mut Grp,1988,2615
othliab,6459,Oregon Mut Grp,1989,2199
othliab,6459,Oregon Mut Grp,1990,2341
othliab,6459,Oregon Mut Grp,1991,2288
othliab,6459,Oregon Mut Grp,1992,2432
othliab,6459,Oregon Mut Grp,1993,2923
othliab,6459,Oregon Mut Grp,1994,3149
othliab,6459,Oregon Mut Grp,1995,3572
othliab,6459,Oregon Mut Grp,1996,3700
othliab,6459,Oregon Mut Grp,1997,4511
othliab,6777,Philadelphia Ind Ins Co & Aff,1988,0
othliab,6777,Philadelphia Ind Ins Co & Aff,1989,0
othliab,6777,Philadelphia Ind Ins Co & Aff,1990,0
othliab,6777,Philadelphia Ind Ins Co & Aff,1991,0
othliab,6777,Philadelphia Ind Ins Co & Aff,1992,0
othliab,6777,Philadelphia Ind Ins Co & Aff,1993,7286
othliab,6777,Philadelphia Ind Ins Co & Aff,1994,11248
othliab,6777,Philadelphia Ind Ins Co & Aff,1995,10608
othliab,6777,Philadelphia Ind Ins Co & Aff,1996,12047
othliab,6777,Philadelphia Ind Ins Co & Aff,1997,17027
othliab,6807,Amerisafe Grp,1988,1431
othliab,6807,Amerisafe Grp,1989,1546
othliab,6807,Amerisafe Grp,1990,1236
othliab,6807,Amerisafe Grp,1991,885
othliab,6807,Amerisafe Grp,1992,961
othliab,6807,Amerisafe Grp,1993,2359
othliab,6807,Amerisafe Grp,1994,2129
othliab,6807,Amerisafe Grp,1995,2239
othliab,6807,Amerisafe Grp,1996,2158
othliab,6807,Amerisafe Grp,1997,2418
othliab,6947,Tenn Farmers Mut,1988,2256
othliab,6947,Tenn Farmers Mut,1989,2562
othliab,6947,Tenn Farmers Mut,1990,3134
othliab,6947,Tenn Farmers Mut,1991,3571
othliab,6947,Tenn Farmers Mut,1992,4054
othliab,6947,Tenn Farmers Mut,1993,4648
othliab,6947,Tenn Farmers Mut,1994,5152
othliab,6947,Tenn Farmers Mut,1995,5794
othliab,6947,Tenn Farmers Mut,1996,6383
othliab,6947,Tenn Farmers Mut,1997,6968
othliab,7080,New Jersey Manufacturers Grp,1988,1930
othliab,7080,New Jersey Manufacturers Grp,1989,1908
othliab,7080,New Jersey Manufacturers Grp,1990,1809
othliab,7080,New Jersey Manufacturers Grp,1991,1500
othliab,7080,New Jersey Manufacturers Grp,1992,865
othliab,7080,New Jersey Manufacturers Grp,1993,436
othliab,7080,New Jersey Manufacturers Grp,1994,479
othliab,7080,New Jersey Manufacturers Grp,1995,437
othliab,7080,New Jersey Manufacturers Grp,1996,594
othliab,7080,New Jersey Manufacturers Grp,1997,923
othliab,7625,Franklin Mut Ins Grp,1988,1342
othliab,7625,Franklin Mut Ins Grp,1989,1192
othliab,7625,Franklin Mut Ins Grp,1990,1239
othliab,7625,Franklin Mut Ins Grp,1991,1646
othliab,7625,Franklin Mut Ins Grp,1992,1585
othliab,7625,Franklin Mut Ins Grp,1993,1578
othliab,7625,Franklin Mut Ins Grp,1994,1821
othliab,7625,Franklin Mut Ins Grp,1995,1997
othliab,7625,Franklin Mut Ins Grp,1996,2520
othliab,7625,Franklin Mut Ins Grp,1997,3012
othliab,8001,Residence Mut Grp,1988,0
othliab,8001,Residence Mut Grp,1989,0
othliab,8001,Residence Mut Grp,1990,0
othliab,8001,Residence Mut Grp,1991,7
othliab,8001,Residence Mut Grp,1992,2
othliab,8001,Residence Mut Grp,1993,5
othliab,8001,Residence Mut Grp,1994,4
othliab,8001,Residence Mut Grp,1995,3
othliab,8001,Residence Mut Grp,1996,18
othliab,8001,Residence Mut Grp,1997,11
othliab,8079,Columbia Ins Grp,1988,1441
othliab,8079,Columbia Ins Grp,1989,1816
othliab,8079,Columbia Ins Grp,1990,2470
othliab,8079,Columbia Ins Grp,1991,1963
othliab,8079,Columbia Ins Grp,1992,1818
othliab,8079,Columbia Ins Grp,1993,2372
othliab,8079,Columbia Ins Grp,1994,2507
othliab,8079,Columbia Ins Grp,1995,2658
othliab,8079,Columbia Ins Grp,1996,2793
othliab,8079,Columbia Ins Grp,1997,2681
othliab,8281,Amguard Norguard & Eastguard Grp,1988,111
othliab,8281,Amguard Norguard & Eastguard Grp,1989,25
othliab,8281,Amguard Norguard & Eastguard Grp,1990,21
othliab,8281,Amguard Norguard & Eastguard Grp,1991,68
othliab,8281,Amguard Norguard & Eastguard Grp,1992,73
othliab,8281,Amguard Norguard & Eastguard Grp,1993,38
othliab,8281,Amguard Norguard & Eastguard Grp,1994,38
othliab,8281,Amguard Norguard & Eastguard Grp,1995,12
othliab,8281,Amguard Norguard & Eastguard Grp,1996,4
othliab,8281,Amguard Norguard & Eastguard Grp,1997,-14
othliab,8427,Farm Bureau Grp,1988,3270
othliab,8427,Farm Bureau Grp,1989,3665
othliab,8427,Farm Bureau Grp,1990,3813
othliab,8427,Farm Bureau Grp,1991,3927
othliab,8427,Farm Bureau Grp,1992,3262
othliab,8427,Farm Bureau Grp,1993,3459
othliab,8427,Farm Bureau Grp,1994,1882
othliab,8427,Farm Bureau Grp,1995,310
othliab,8427,Farm Bureau Grp,1996,287
othliab,8427,Farm Bureau Grp,1997,311
othliab,8672,Protective Ins Grp,1988,461
othliab,8672,Protective Ins Grp,1989,879
othliab,8672,Protective Ins Grp,1990,557
othliab,8672,Protective Ins Grp,1991,518
othliab,8672,Protective Ins Grp,1992,2047
othliab,8672,Protective Ins Grp,1993,4716
othliab,8672,Protective Ins Grp,1994,7241
othliab,8672,Protective Ins Grp,1995,14325
othliab,8672,Protective Ins Grp,1996,13840
othliab,8672,Protective Ins Grp,1997,12194
othliab,9466,Lumber Ins Cos,1988,3644
othliab,9466,Lumber Ins Cos,1989,4710
othliab,9466,Lumber Ins Cos,1990,5247
othliab,9466,Lumber Ins Cos,1991,2250
othliab,9466,Lumber Ins Cos,1992,57
othliab,9466,Lumber Ins Cos,1993,316
othliab,9466,Lumber Ins Cos,1994,644
othliab,9466,Lumber Ins Cos,1995,743
othliab,9466,Lumber Ins Cos,1996,930
othliab,9466,Lumber Ins Cos,1997,838
othliab,10019,Overseas Partners Us Reins Co,1988,0
othliab,10019,Overseas Partners Us Reins Co,1989,0
othliab,10019,Overseas Partners Us Reins Co,1990,0
othliab,10019,Overseas Partners Us Reins Co,1991,0
othliab,10019,Overseas Partners Us Reins Co,1992,0
othliab,10019,Overseas Partners Us Reins Co,1993,0
othliab,10019,Overseas Partners Us Reins Co,1994,0
othliab,10019,Overseas Partners Us Reins Co,1995,439
othliab,10019,Overseas Partners Us Reins Co,1996,2579
othliab,10019,Overseas Partners Us Reins Co,1997,1905
othliab,10020,United Educators Ins RRG Inc,1988,197
othliab,10020,United Educators Ins RRG Inc,1989,408
othliab,10020,United Educators Ins RRG Inc,1990,608
othliab,10020,United Educators Ins RRG Inc,1991,905
othliab,10020,United Educators Ins RRG Inc,1992,1009
othliab,10020,United Educators Ins RRG Inc,1993,1110
othliab,10020,United Educators Ins RRG Inc,1994,1125
othliab,10020,United Educators Ins RRG Inc,1995,1150
othliab,10020,United Educators Ins RRG Inc,1996,4610
othliab,10020,United Educators Ins RRG Inc,1997,1219
othliab,10022,Agway Ins Co,1988,37
othliab,10022,Agway Ins Co,1989,54
othliab,10022,Agway Ins Co,1990,89
othliab,10022,Agway Ins Co,1991,73
othliab,10022,Agway Ins Co,1992,40
othliab,10022,Agway Ins Co,1993,56
othliab,10022,Agway Ins Co,1994,61
othliab,10022,Agway Ins Co,1995,57
othliab,10022,Agway Ins Co,1996,61
othliab,10022,Agway Ins Co,1997,69
othliab,10048,Hyundai Marine & Fire Ins Co Ltd,1988,0
othliab,10048,Hyundai Marine & Fire Ins Co Ltd,1989,0
othliab,10048,Hyundai Marine & Fire Ins Co Ltd,1990,0
othliab,10048,Hyundai Marine & Fire Ins Co Ltd,1991,0
othliab,10048,Hyundai Marine & Fire Ins Co Ltd,1992,0
othliab,10048,Hyundai Marine & Fire Ins Co Ltd,1993,0
othliab,10048,Hyundai Marine & Fire Ins Co Ltd,1994,44
othliab,10048,Hyundai Marine & Fire Ins Co Ltd,1995,243
othliab,10048,Hyundai Marine & Fire Ins Co Ltd,1996,336
othliab,10048,Hyundai Marine & Fire Ins Co Ltd,1997,340
othliab,10069,Housing Authority Prop Ins Inc,1988,468
othliab,10069,Housing Authority Prop Ins Inc,1989,330
othliab,10069,Housing Authority Prop Ins Inc,1990,350
othliab,10069,Housing Authority Prop Ins Inc,1991,0
othliab,10069,Housing Authority Prop Ins Inc,1992,0
othliab,10069,Housing Authority Prop Ins Inc,1993,0
othliab,10069,Housing Authority Prop Ins Inc,1994,0
othliab,10069,Housing Authority Prop Ins Inc,1995,0
othliab,10069,Housing Authority Prop Ins Inc,1996,0
othliab,10069,Housing Authority Prop Ins Inc,1997,0
othliab,10083,National Catholic RRG,1988,783
othliab,10083,National Catholic RRG,1989,2159
othliab,10083,National Catholic RRG,1990,2391
othliab,10083,National Catholic RRG,1991,3524
othliab,10083,National Catholic RRG,1992,4278
othliab,10083,National Catholic RRG,1993,2905
othliab,10083,National Catholic RRG,1994,2636
othliab,10083,National Catholic RRG,1995,3018
othliab,10083,National Catholic RRG,1996,3703
othliab,10083,National Catholic RRG,1997,3612
othliab,10100,Proformance Ins Co (The),1988,0
othliab,10100,Proformance Ins Co (The),1989,0
othliab,10100,Proformance Ins Co (The),1990,0
othliab,10100,Proformance Ins Co (The),1991,0
othliab,10100,Proformance Ins Co (The),1992,0
othliab,10100,Proformance Ins Co (The),1993,0
othliab,10100,Proformance Ins Co (The),1994,0
othliab,10100,Proformance Ins Co (The),1995,2
othliab,10100,Proformance Ins Co (The),1996,42
othliab,10100,Proformance Ins Co (The),1997,86
othliab,10103,American Agricultural Ins Co,1988,2454
othliab,10103,American Agricultural Ins Co,1989,2779
othliab,10103,American Agricultural Ins Co,1990,3228
othliab,10103,American Agricultural Ins Co,1991,3056
othliab,10103,American Agricultural Ins Co,1992,3523
othliab,10103,American Agricultural Ins Co,1993,4152
othliab,10103,American Agricultural Ins Co,1994,4836
othliab,10103,American Agricultural Ins Co,1995,5417
othliab,10103,American Agricultural Ins Co,1996,5921
othliab,10103,American Agricultural Ins Co,1997,6103
othliab,10115,Eastern Dentists Ins Co RRG,1988,0
othliab,10115,Eastern Dentists Ins Co RRG,1989,0
othliab,10115,Eastern Dentists Ins Co RRG,1990,0
othliab,10115,Eastern Dentists Ins Co RRG,1991,0
othliab,10115,Eastern Dentists Ins Co RRG,1992,0
othliab,10115,Eastern Dentists Ins Co RRG,1993,0
othliab,10115,Eastern Dentists Ins Co RRG,1994,46
othliab,10115,Eastern Dentists Ins Co RRG,1995,123
othliab,10115,Eastern Dentists Ins Co RRG,1996,134
othliab,10115,Eastern Dentists Ins Co RRG,1997,114
othliab,10163,General Eastern Ski Ins RRG Inc,1988,0
othliab,10163,General Eastern Ski Ins RRG Inc,1989,0
othliab,10163,General Eastern Ski Ins RRG Inc,1990,0
othliab,10163,General Eastern Ski Ins RRG Inc,1991,0
othliab,10163,General Eastern Ski Ins RRG Inc,1992,0
othliab,10163,General Eastern Ski Ins RRG Inc,1993,0
othliab,10163,General Eastern Ski Ins RRG Inc,1994,113
othliab,10163,General Eastern Ski Ins RRG Inc,1995,522
othliab,10163,General Eastern Ski Ins RRG Inc,1996,433
othliab,10163,General Eastern Ski Ins RRG Inc,1997,382
othliab,10308,Antilles Ins Co,1988,165
othliab,10308,Antilles Ins Co,1989,153
othliab,10308,Antilles Ins Co,1990,121
othliab,10308,Antilles Ins Co,1991,78
othliab,10308,Antilles Ins Co,1992,36
othliab,10308,Antilles Ins Co,1993,144
othliab,10308,Antilles Ins Co,1994,270
othliab,10308,Antilles Ins Co,1995,297
othliab,10308,Antilles Ins Co,1996,223
othliab,10308,Antilles Ins Co,1997,167
othliab,10323,Farmers Mut Ins Co,1988,0
othliab,10323,Farmers Mut Ins Co,1989,0
othliab,10323,Farmers Mut Ins Co,1990,0
othliab,10323,Farmers Mut Ins Co,1991,0
othliab,10323,Farmers Mut Ins Co,1992,0
othliab,10323,Farmers Mut Ins Co,1993,-1
othliab,10323,Farmers Mut Ins Co,1994,41
othliab,10323,Farmers Mut Ins Co,1995,74
othliab,10323,Farmers Mut Ins Co,1996,66
othliab,10323,Farmers Mut Ins Co,1997,76
othliab,10341,Controlled Risk Ins Co Of VT Inc,1988,0
othliab,10341,Controlled Risk Ins Co Of VT Inc,1989,0
othliab,10341,Controlled Risk Ins Co Of VT Inc,1990,0
othliab,10341,Controlled Risk Ins Co Of VT Inc,1991,0
othliab,10341,Controlled Risk Ins Co Of VT Inc,1992,0
othliab,10341,Controlled Risk Ins Co Of VT Inc,1993,0
othliab,10341,Controlled Risk Ins Co Of VT Inc,1994,0
othliab,10341,Controlled Risk Ins Co Of VT Inc,1995,0
othliab,10341,Controlled Risk Ins Co Of VT Inc,1996,24
othliab,10341,Controlled Risk Ins Co Of VT Inc,1997,3
othliab,10380,Leatherstocking Coop Ins  Co,1988,37
othliab,10380,Leatherstocking Coop Ins  Co,1989,17
othliab,10380,Leatherstocking Coop Ins  Co,1990,30
othliab,10380,Leatherstocking Coop Ins  Co,1991,13
othliab,10380,Leatherstocking Coop Ins  Co,1992,37
othliab,10380,Leatherstocking Coop Ins  Co,1993,32
othliab,10380,Leatherstocking Coop Ins  Co,1994,33
othliab,10380,Leatherstocking Coop Ins  Co,1995,5
othliab,10380,Leatherstocking Coop Ins  Co,1996,5
othliab,10380,Leatherstocking Coop Ins  Co,1997,6
othliab,10561,Catholic Relief Ins Co Of Amer,1988,299
othliab,10561,Catholic Relief Ins Co Of Amer,1989,471
othliab,10561,Catholic Relief Ins Co Of Amer,1990,212
othliab,10561,Catholic Relief Ins Co Of Amer,1991,0
othliab,10561,Catholic Relief Ins Co Of Amer,1992,21
othliab,10561,Catholic Relief Ins Co Of Amer,1993,0
othliab,10561,Catholic Relief Ins Co Of Amer,1994,0
othliab,10561,Catholic Relief Ins Co Of Amer,1995,0
othliab,10561,Catholic Relief Ins Co Of Amer,1996,0
othliab,10561,Catholic Relief Ins Co Of Amer,1997,0
othliab,10657,First Mercury Ins Co,1988,19582
othliab,10657,First Mercury Ins Co,1989,15389
othliab,10657,First Mercury Ins Co,1990,15628
othliab,10657,First Mercury Ins Co,1991,13105
othliab,10657,First Mercury Ins Co,1992,12085
othliab,10657,First Mercury Ins Co,1993,10397
othliab,10657,First Mercury Ins Co,1994,11498
othliab,10657,First Mercury Ins Co,1995,9635
othliab,10657,First Mercury Ins Co,1996,8603
othliab,10657,First Mercury Ins Co,1997,5949
othliab,10720,Carolina Farmers Mut Ins Co,1988,0
othliab,10720,Carolina Farmers Mut Ins Co,1989,0
othliab,10720,Carolina Farmers Mut Ins Co,1990,0
othliab,10720,Carolina Farmers Mut Ins Co,1991,0
othliab,10720,Carolina Farmers Mut Ins Co,1992,0
othliab,10720,Carolina Farmers Mut Ins Co,1993,0
othliab,10720,Carolina Farmers Mut Ins Co,1994,0
